ISIN_No,BSE_Scrip_Code,BSE_Scrip_Id,BSE_Scrip_Name,NSE_ID,Nse_Name,Sector,Industry,Quandl_Code
INE106I01010,532870,ANKITMETAL,ANKIT METAL &amp; POWER LTD.,ANKITMETAL,Ankit Metal & Power Limited,Metals,Steel Wires,ANKITMETAL
INE971E01016,531519,ANKUSHFI,ANKUSH FINSTOCK LTD.,NM,NM,Financial,Invest.Services,ANKUSHFI
INE336D01014,530799,ANNAINFRA,ANNA INFRASTRUCTURES LTD.,NM,NM,Financial,Equipt.Leasing,ANNAINFRA
INE057D01016,531406,ANSINDUS,ANS Industries Ltd,NM,NM,FMCG,Food Processing,ANSINDUS
INE030C01015,523007,ANSALBU,ANSAL BUILDWELL LTD.-$,NM,NM,Construction,Infrastructure,ANSALBU
INE880B01015,507828,ANSALHSG,ANSAL HOUSING &amp; CONSTRUCTION LTD.-$,ANSALHSG,Ansal Housing and Construction Limited,Construction,Real Estate,ANSALHSG
INE436A01026,500013,ANSALAPI,ANSAL PROPERTIES &amp; INFRASTRUCTURE LTD.,ANSALAPI,Ansal Properties & Infrastructure Limited,Construction,Real Estate,ANSALAPI
INE425H01016,512091,ANSHNCO,ANSHUNI COMMERCIALS LTD.,NM,NM,Cons Durable,Gems & Jewellery,ANSHNCO
INE636N01016,534707,ANSHUS,ANSHUS CLOTHING LTD.,NM,NM,FMCG,Misc. Manuf.Articles,ANSHUS
INE891N01017,538833,ANUBHAV,Anubhav Infrastructure Ltd,NM,NM,Construction,Construction,ANUBHAV
INE489G01022,506260,ANUHPHR,ANUH PHARMA LTD.,NM,NM,Healthcare,Drugs & Pharma,ANUHPHR
INE188O01016,506087,ANUPMAL,ANUP MALLEABLE LTD.,NM,NM,Metals,Castings & Forgings,ANUPMAL
INE372A01015,532259,APARINDS,APAR INDUSTRIES LTD.,APARINDS,Apar Industries Limited,Diversified,Diversified,APARINDS
INE116A01024,523694,APCOTEXIND,APCOTEX INDUSTRIES LTD.,APCOTEXIND,Apcotex Industries Limited,Chemicals,Rubber & Rubber Prod.,APCOTEXIND
INE092P01017,506166,APIS,APIS INDIA LTD.,NM,NM,Financial,Business Consultancy,APIS
INE702C01019,533758,APLAPOLLO,APL APOLLO TUBES LTD.,APLAPOLLO,APL Apollo Tubes Limited,Metals,Steel Tubes & Pipes,APLAPOLLO
INE273A01015,517096,APLAB,APLAB LTD.-$,APLAB,Aplab Ltd,Engineering,Electronic Equipts.,APLAB
INE099M01027,511064,APLAYA,Aplaya Creations Ltd,NM,NM,Services,Education,APLAYA
INE372C01011,523537,APMIN-$,APM INDUSTRIES LTD.-$,NM,NM,Textiles,Synthetic Yarn,APMIN
INE412D01013,512437,APOLLOFI,APOLLO FINVEST (INDIA) LTD.,NM,NM,Financial,Equipt.Leasing,APOLLOFI
INE437A01024,508869,APOLLOHOSP,APOLLO HOSPITALS ENTERPRISE LTD.,APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare,Health Services,APOLLOHOSP
INE438A01022,500877,APOLLOTYRE,APOLLO TYRES LTD.,APOLLOTYRE,Apollo Tyres Limited,Automobile,Tyres & Tubes,APOLLOTYRE
INE096A01010,500014,APPLEFIN,APPLE FINANCE LTD.,APPLEIND,Apple Finance Ltd,Financial,Hire Purchase,APPLEFIN
INE221J01015,538653,AMMLTD,Appu Marketing &amp; Manufacturing Ltd,NM,NM,Financial,Trading,AMMLTD
INE044N01013,507265,APTEAML,APTE AMALGAMATIONS LTD.,NM,NM,Healthcare,Drugs & Pharma,APTEAML
INE266F01018,532475,APTECHT,APTECH LTD.,APTECHT,Aptech Limited,Technology,Computer Software,APTECHT
INE005E01013,531364,AQUAPIV,Aqua Pumps Infra Ventures Limited,NM,NM,Technology,Computer Software,AQUAPIV
INE126F01014,532068,ARAMUSK,ARAMUSK INFRASTRUCTURE INVESTMENTS LTD.,NM,NM,Services,Hotels & Restaurants,ARAMUSK
INE093G01014,512344,ARAVALIS,ARAVALI SECURITIES &amp; FINANCE LTD.,ARAVALISEC,Aravali Securities & Finance Ltd,Financial,Invest.Services,ARAVALIS
INE125D01011,520121,ARCEEIN,ARCEE INDUSTRIES LTD.,NM,NM,Chemicals,Plastic tubes & pipes,ARCEEIN
INE149B01015,530565,SSLFINANCE,ARCHANA SOFTWARE LTD.,SSLFINANCE,Archana Software Ltd,Technology,Computer Software,SSLFINANCE
INE877I01016,532994,ARCHIDPLY,ARCHIDPLY INDUSTRIES LTD.,ARCHIDPLY,Archidply Industries Limited,FMCG,Wood,ARCHIDPLY
INE731A01020,532212,ARCHIES,ARCHIES LTD.,ARCHIES,Archies Limited,FMCG,Books & Newspapers,ARCHIES
INE528E01022,524640,ARCHITORG,ARCHIT ORGANOSYS LTD.,NM,NM,Chemicals,Commodity Chemicals,ARCHITORG
INE122N01017,511038,ZARCOLEA,ARCO LEASING LTD.,NM,NM,Financial,Invest.Services,ZARCOLEA
INE574I01027,532914,ARCOTECH,ARCOTECH LTD.,ARCOTECH,Arcotech Limited,Engineering,Machine Tools,ARCOTECH
INE674C01010,530261,ARCUTTIP,ARCUTTIPORE TEA CO.LTD.,NM,NM,FMCG,Tea & Coffee,ARCUTTIP
INE459E01012,504370,ZARDIINV,ARDI INVESTMENT &amp; TRADING LTD.,NM,NM,Financial,Invest.Services,ZARDIINV
INE986A01012,526851,AREXMIS,AREX INDUSTRIES LTD.,NM,NM,Textiles,Misc.Textiles,AREXMIS
INE784R01015,539151,ARFIN,Arfin India Ltd,NM,NM,Metals,Aluminium Prod.,ARFIN
INE298I01015,532935,ARIES,ARIES AGRO LTD.,ARIES,Aries Agro Limited,Chemicals,Other Fertilisers,ARIES
INE193D01019,531553,ARIAC,ARIHANT AVENUES &amp; CREDIT LTD.,NM,NM,Financial,Misc. Fin.services,ARIAC
INE420B01028,511605,ARIHCAPM,ARIHANT CAPITAL MARKETS LTD.,NM,NM,Financial,Invest.Services,ARIHCAPM
INE413D01011,531381,ARIHANT,ARIHANT FOUNDATIONS &amp; HOUSING LTD.-$,ARIHANT,Arihant Foundations & Housing Limited,Construction,Infrastructure,ARIHANT
INE643K01018,506194,ASL,Arihant Superstructures Limited,NM,NM,Financial,Misc. Fin.services,ASL
,526125,ARHNTTO,ARIHANT TOURNESOL LTD.,NM,NM,FMCG,Vegetable oils,ARHNTTO
INE190D01015,531017,ARISE,ARIHANT'S SECURITIES LTD.,NM,NM,Financial,Misc. Fin.services,ARISE
INE588E01026,531677,ARISINT,ARIS INTERNATIONAL LTD.,NM,NM,Technology,Computer Software,ARISINT
INE109C01017,531179,ARMANFIN,ARMAN FINANCIAL SERVICES LTD.,NM,NM,Financial,Hire Purchase,ARMANFIN
INE510P01018,538556,ARMAN,Arman Holdings Ltd,NM,NM,Financial,Invest.Services,ARMAN
INE971A01014,532397,ARMSPAPER,ARMS PAPER LTD.,NM,NM,FMCG,Paper,ARMSPAPER
INE647D01014,531467,ARNAVCORP,ARNAV CORPORATION LTD.,NM,NM,Services,Publishing,ARNAVCORP
INE185K01028,537069,ARNOLD,Arnold Holdings Ltd,NM,NM,Financial,Misc. Fin.services,ARNOLD
INE210C01013,513729,AROGRANITE,ARO GRANITE INDUSTRIES LTD.-$,AROGRANITE,Aro Granite Industries Limited,Construction,Granite and Ceramic tiles,AROGRANITE
INE371M01012,531560,AROMAENT,AROMA ENTERPRISES (INDIA) LTD.,NM,NM,Financial,Misc. Fin.services,AROMAENT
INE484B01016,512273,ARONICOMM,ARONI COMMERCIALS LTD.-$,NM,NM,Chemicals,Inorganic Chem.,ARONICOMM
INE670B01028,521174,ARORAFIB,ARORA FIBRES LTD.,NM,NM,Textiles,Textile Processing,ARORAFIB
INE570D01018,516064,ARCPR,ARROW COATED PRODUCTS LTD.,ARROWCOAT,Arrow Coated Products Ltd,Chemicals,Plastic Packaging goods,ARCPR
INE933J01015,533068,ARROWTEX,ARROW TEXTILES LTD.,ARROWTEX,Arrow Textiles Limited,Textiles,Textile Processing,ARROWTEX
INE968D01022,506074,ARSHIYA,Arshiya Limited,ARSHIYA,Arshiya Limited,Services,Transport Support Services,ARSHIYA
INE267I01010,533163,ARSSINFRA,ARSS INFRASTRUCTURE PROJECTS LTD.,ARSSINFRA,ARSS Infrastructure Projects Limited,Construction,Construction,ARSSINFRA
INE421N01021,517481,ARTKPOW,ARTECH POWER PRODUCTS LTD.,NM,NM,Engineering,Electronic Equipts.,ARTKPOW
INE053D01015,531297,ARTEFACT,ARTEFACT PROJECTS LTD.,NM,NM,Financial,Hire Purchase,ARTEFACT
INE133D01023,522134,ARTSONEN,ARTSON ENGINEERING LTD.,ARTSONENGG,Artson Engineering Ltd,Construction,Construction,ARTSONEN
INE292N01018,504390,ARVRTRI,ARUN VARUN TRADE &amp; INVESTMENT LTD.,NM,NM,Financial,Invest.Services,ARVRTRI
INE034A01011,500101,ARVIND,ARVIND LTD.,ARVIND,Arvind Limited,Textiles,Cloth,ARVIND
INE211C01037,531823,ARVINDREM,ARVIND REMEDIES LTD.,ARVINDREM,Arvind Remedies Limited,Healthcare,Drugs & Pharma,ARVINDREM
INE229R01011,538716,ARYACAPM,Aryaman Capital Markets Ltd,NM,NM,Financial,Misc. Fin.services,ARYACAPM
INE032E01017,530245,ARYAMAN,ARYAMAN FINANCIAL SERVICES LTD.,NM,NM,Financial,Hire Purchase,ARYAMAN
INE439A01020,515030,ASAHIINDIA,ASAHI INDIA GLASS LTD.,ASAHIINDIA,Asahi India Glass Limited,Construction,Glass & Glassware,ASAHIINDIA
INE745I01015,514482,ASAHIIND,Asahi Industries Limited,NM,NM,Textiles,Cotton & Blended Yarn,ASAHIIND
INE933C01036,512535,ASAHINFRA,ASAHI INFRASTRUCTURE &amp; PROJECTS LTD.,NM,NM,Construction,Infrastructure,ASAHINFRA
INE228I01012,532853,ASAHISONG,ASAHI SONGWON COLORS LTD.,ASAHISONG,Asahi Songwon Colors Limited,Chemicals,Dyes & Pigments,ASAHISONG
INE439C01018,534564,ASEEMG,ASEEM GLOBAL LTD.,NM,NM,Metals,Aluminium Prod.,ASEEMG
INE874N01013,535467,AIFL,ASHAPURA INTIMATES FASHION LTD.,NM,NM,Textiles,Cloth,AIFL
INE348A01023,527001,ASHAPURMIN,ASHAPURA MINECHEM LTD.,ASHAPURMIN,Ashapura Minechem Limited,Metals,Minerals,ASHAPURMIN
INE982B01019,519174,ASHAI,ASHIANA AGRO INDUSTRIES LTD.,NM,NM,FMCG,Vegetable oils,ASHAI
INE365D01021,523716,ASHIANA,ASHIANA HOUSING LTD.-$,ASHIANA,Ashiana Housing Limited,Construction,Real Estate,ASHIANA
INE587D01012,513401,ASHIS,ASHIANA ISPAT LTD.,NM,NM,Metals,Finished Steel,ASHIS
INE094B01013,590122,ASHIKACR,ASHIKA CREDIT CAPITAL LTD.,NM,NM,Financial,Misc. Fin.services,ASHIKACR
INE440A01010,514286,ASHIMASYN,ASHIMA LTD.,ASHIMASYN,Ashima Limited,Textiles,Cloth,ASHIMASYN
INE756D01013,512247,ASHCAP,ASHIRWAD CAPITAL LTD.,NM,NM,Financial,Invest.Services,ASHCAP
INE655B01011,526847,ASHSI,ASHIRWAD STEELS &amp; INDUSTRIES LTD.,NM,NM,Metals,Steel Tubes & Pipes,ASHSI
INE831C01016,530429,ASHISHPO,ASHISH POLYPLAST LTD.,NM,NM,Chemicals,Plastic tubes & pipes,ASHISHPO
INE372I01018,507872,ASHNOOR,ASHNOOR TEXTILE MILLS LTD.,NM,NM,Textiles,Misc.Textiles,ASHNOOR
INE994D01010,524594,ASHOKALC,ASHOK ALCO-CHEM LTD.,ASHOKALCO,Ashok Alco-Chem Ltd,Chemicals,Organic Chemicals,ASHOKALC
INE208A01029,500477,ASHOKLEY,ASHOK LEYLAND LTD.,ASHOKLEY,Ashok Leyland Limited,Automobile,Commercial Vehicles,ASHOKLEY
INE442H01029,533271,ASHOKA,ASHOKA BUILDCON LTD.,ASHOKA,Ashoka Buildcon Limited,Construction,Construction,ASHOKA
INE760M01016,526983,ASHOKRE,ASHOKA REFINERIES LTD.,NM,NM,FMCG,Vegetable oils,ASHOKRE
INE618A01011,526187,ASHRAM,ASHRAM ONLINE.COM LTD.,TATIASKYLN,Ashram Online.com Ltd,Healthcare,Health Services,ASHRAM
INE723K01018,531568,ASHUTPM,ASHUTOSH PAPER MILLS LTD.,NM,NM,FMCG,Paper,ASHUTPM
INE149Q01013,538777,ASIACAP,Asia Capital Ltd,NM,NM,Financial,Invest.Services,ASIACAP
INE066C01035,530899,ASIAPAK,ASIA PACK LTD.,NM,NM,Textiles,Misc.Textiles,ASIAPAK
,531392,ASFLORA,ASIAN FLORA LTD.,NM,NM,FMCG,Floriculture,ASFLORA
INE022I01019,532888,ASIANTILES,ASIAN GRANITO INDIA LTD.,ASIANTILES,Asian Granito India Limited,Construction,Granite and Ceramic tiles,ASIANTILES
INE926K01017,533227,AHLEAST,ASIAN HOTELS (EAST) LTD.,AHLEAST,Asian Hotels (East) Limited,Services,Hotels & Restaurants,AHLEAST
INE363A01022,500023,ASIANHOTNR,Asian Hotels (North) Limited,ASIANHOTNR,Asian Hotels (North) Limited,Services,Hotels & Restaurants,ASIANHOTNR
INE915K01010,533221,AHLWEST,ASIAN HOTELS (WEST) LTD.,AHLWEST,Asian Hotels (West) Limited,Services,Hotels & Restaurants,AHLWEST
INE276G01015,530355,ASIANOI,ASIAN OILFIELD SERVICES LTD.,NM,NM,Energy,Offshore Drilling,ASIANOI
INE021A01026,500820,ASIANPAINT,ASIAN PAINTS LTD.,ASIANPAINT,Asian Paints Limited,Chemicals,Paints & Varnishes,ASIANPAINT
INE810M01019,524434,ASINPET,ASIAN PETROPRODUCTS &amp; EXPORTS LTD.,NM,NM,Chemicals,Organic Chemicals,ASINPET
INE194D01017,531847,ASTAR,ASIAN STAR CO.LTD.-$,NM,NM,Cons Durable,Gems & Jewellery,ASTAR
INE822B01017,519532,ASIANTNE,ASIAN TEA &amp; EXPORTS LTD.-$,NM,NM,Financial,Trading,ASIANTNE
INE888E01012,506159,ASISL,ASIS LOGISTICS LIMITED,NM,NM,Services,Transport Support Services,ASISL
INE041B01014,530723,ASITCFIN,ASIT C.MEHTA FINANCIAL SERVICES LTD.,NM,NM,Financial,Misc. Fin.services,ASITCFIN
INE759I01016,526433,ASMTEC,ASM TECHNOLOGIES LTD.,NM,NM,Technology,Computer Hardware,ASMTEC
INE442A01024,500024,ASSAMCO,Assam Company (India) Limited,ASSAMCO,Assam Company India Limited,FMCG,Tea & Coffee,ASSAMCO
INE073G01016,507526,ASALCBR,ASSOCIATED ALCOHOLS &amp; BREWERIES LTD.,ASOCALCHOL,Associated Alcohols & Breweries Ltd,FMCG,Liquors,ASALCBR
INE229C01013,502015,ASSOSTNB,ASSOCIATED STONE INDUSTRIES (KOTAH) LTD.,ASOCSTONE,Associated Stone Industries (Kotah) Ltd,Metals,Mining,ASSOSTNB
INE563J01010,533138,ASTEC,ASTEC LIFESCIENCES LIMITED,ASTEC,Astec LifeSciences Limited,Healthcare,Drugs & Pharma,ASTEC
INE386C01029,532493,ASTRAMICRO,ASTRA MICROWAVE PRODUCTS LTD.,ASTRAMICRO,Astra Microwave Products Limited,Communication,Communication Equipt.,ASTRAMICRO
INE006I01046,532830,ASTRAL,ASTRAL POLY TECHNIK LTD.,ASTRAL,Astral Poly Technik Limited,Chemicals,Other Plastic Prod.,ASTRAL
INE203A01020,506820,ASTRAZEN,ASTRAZENECA PHARMA INDIA LTD.,ASTRAZEN,AstraZeneca Pharma India Limited,Healthcare,Drugs & Pharma,ASTRAZEN
INE520G01016,511144,ASYAINFO,Asya Infosoft Limited,NM,NM,Financial,Housing Finance,ASYAINFO
INE354E01023,530187,ATHARVENT,ATHARV ENTERPRISES LTD.,NM,NM,Financial,Invest.Services,ATHARVENT
INE291R01011,539099,ATHCON,Athena Constructions Ltd,NM,NM,Construction,Construction,ATHCON
INE011R01013,538713,ATISHAY,Atishay Infotech Ltd,NM,NM,Technology,Computer Software,ATISHAY
INE590F01029,526843,ATLANTADEV,Atlanta Devcon Limited,NM,NM,FMCG,Other Leather Prod.,ATLANTADEV
INE285H01022,532759,ATLANTA,ATLANTA LTD.,ATLANTA,Atlanta  Limited,Construction,Construction,ATLANTA
INE446A01017,505029,ATLASCYCLE,ATLAS CYCLES (HARYANA) LTD.,ATLASCYCLE,Atlas Cycles (Haryana) Limited,FMCG,Bicycles,ATLASCYCLE
INE022N01019,514394,AJIL,Atlas Jewellery India Limited,NM,NM,Cons Durable,Gems & Jewellery,AJIL
INE803A01027,511427,ATNINTER,ATN INTERNATIONAL LTD.,ATNINTER,ATN International Limited,Services,Recreational Services,ATNINTER
INE951D01028,531795,ATULAUTO,ATUL AUTO LTD.-$,ATULAUTO,Atul Auto Limited,Automobile,Two & Three Wheelers,ATULAUTO
INE100A01010,500027,ATUL,ATUL LTD.,ATUL,Atul Limited,Chemicals,Dyes & Pigments,ATUL
INE447A01015,500028,ATVPR,ATV PROJECTS INDIA LTD.,ATVPROJ,ATV Projects India Ltd,Construction,Construction,ATVPR
INE838E01017,532459,AUNDEIND,Aunde India Limited-$,NM,NM,Textiles,Synthetic Fabrics,AUNDEIND
INE525C01014,502352,AURANPAP,AURANGABAD PAPER MILLS LTD.,AURANPAPER,Aurangabad Paper Mills Ltd,FMCG,Paper,AURANPAP
INE132H01018,532668,AURIONPRO,AURIONPRO SOLUTIONS LTD.,AURIONPRO,Aurionpro Solutions Limited,Technology,Computer Software,AURIONPRO
INE533C01018,530233,AUROLAB,AURO LABORATORIES LTD.,NM,NM,Healthcare,Drugs & Pharma,AUROLAB
INE406A01037,524804,AUROPHARMA,AUROBINDO PHARMA LTD.,AUROPHARMA,Aurobindo Pharma Limited,Healthcare,Drugs & Pharma,AUROPHARMA
INE662I01012,531336,AUROCOK,AUROMA COKE LTD.,NM,NM,Energy,Coal & Lignite,AUROCOK
INE061B01020,530885,AURUMSOFT,Aurum Soft Systems Limited,NM,NM,Financial,Misc. Fin.services,AURUMSOFT
INE218C01016,509009,AUSOMENT,AuSom Enterprise Limited,AUSOMENT,Ausom Enterprise Limited,FMCG,Paper,AUSOMENT
INE759F01012,522005,AUSTENG,AUSTIN ENGINEERING CO.LTD.,NM,NM,Engineering,Ball Bearings,AUSTENG
INE455J01027,533016,AUSTRAL,AUSTRAL COKE &amp; PROJECTS LTD.,AUSTRAL,Austral Coke & Projects Limited,Energy,Coal & Lignite,AUSTRAL
INE718H01014,532797,AUTOIND,AUTOLINE INDUSTRIES LTD.,AUTOIND,Autoline Industries Limited,Automobile,Auto Ancillaries,AUTOIND
INE448A01013,500029,AUTOLITIND,AUTOLITE (INDIA) LTD.,AUTOLITIND,Autolite (India) Limited,Automobile,Auto Ancillaries,AUTOLITIND
INE451C01013,505036,ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,AUTOCORP,Automobile Corporation Of Goa Ltd,Automobile,Auto Ancillaries,ACGL
INE449A01011,505010,AUTOAXLES,AUTOMOTIVE AXLES LTD.,AUTOAXLES,Automotive Axles Limited,Automobile,Auto Ancillaries,AUTOAXLES
INE900C01027,520119,ASAL,AUTOMOTIVE STAMPINGS &amp; ASSEMBLIES LTD.,ASAL,Automotive Stampings and Assemblies Limited,Automobile,Auto Ancillaries,ASAL
INE450A01019,500030,AUTORIDFIN,AUTORIDERS FINANCE LTD.,AUTORIDFIN,Autoriders Finance Ltd,Financial,Equipt.Leasing,AUTORIDFIN
,512277,AUTOINT,AUTORIDERS INTERNATIONAL LTD.,NM,NM,Services,Transport Support Services,AUTOINT
INE733P01016,780004,AUTUMN,Autumn Builders Ltd,NM,NM,Automobile,Auto Ancillaries,AUTUMN
INE366H01012,531310,AVAILFC,AVAILABLE FINANCE LTD.,NM,NM,Financial,Misc. Fin.services,AVAILFC
INE758A01049,512149,AVANCE,AVANCE TECHNOLOGIES LTD.,NM,NM,Technology,Computer Software,AVANCE
INE005B01019,532406,AVANTEL,AVANTEL LTD.,NM,NM,Technology,Computer Software,AVANTEL
INE871C01012,512573,AVANTI,AVANTI FEEDS LTD.-$,AVANTIFEED,Avanti Feeds Ltd,FMCG,Marine Foods,AVANTI
INE461H01011,512109,AVIVA,AVIVA INDUSTRIES LTD.,NM,NM,Financial,Trading,AVIVA
INE881A01015,531541,AVONORG,AVON ORGANICS LTD.-$,NM,NM,Chemicals,Organic Chemicals,AVONORG
INE323B01016,511589,AVONMORE,Avonmore Capital &amp; Management Services Limited,NM,NM,Financial,Hire Purchase,AVONMORE
INE488D01021,519105,AVTNPL,AVT NATURAL PRODUCTS LTD.,AVTNPL,AVT Natural Products Limited,FMCG,Vegetable oils,AVTNPL
INE197C01012,513642,AXELPOLY,AXEL POLYMERS LTD.,NM,NM,Chemicals,Other Plastic Prod.,AXELPOLY
INE238A01034,532215,AXISBANK,AXIS BANK LTD.,AXISBANK,Axis Bank Limited,Financial,Banking,AXISBANK
INE238C01014,531278,AXISCAP,AXIS CAPITAL MARKETS (INDIA) LTD.,NM,NM,Financial,Misc. Fin.services,AXISCAP
INE555B01013,532395,AXISCADES,AXISCADES Engineering Technologies Ltd,AXISCADES,AXISCADES Engineering Technologies Limited,Technology,BPO Services,AXISCADES
INE688D01026,505506,AXONFIN,Axon Finance Limited,NM,NM,Financial,Misc. Fin.services,AXONFIN
INE859B01027,523850,AXTEL,AXTEL INDUSTRIES LTD.,NM,NM,Engineering,Industrial Machinery,AXTEL
INE048E01013,512063,AYOME,AYOKI MERCANTILE LTD.,NM,NM,Financial,Trading,AYOME
INE837F01016,531783,AZUREEXIM,AZURE EXIM SERVICES LTD.,NM,NM,Others,Misc.Other Services,AZUREEXIM
INE489D01011,508136,BNALTD,B &amp; A LTD.,NM,NM,FMCG,Tea & Coffee,BNALTD
INE987C01024,523186,BAPACK,B&amp;A Packaging India Limited,NM,NM,FMCG,Paper,BAPACK
INE314E01019,506971,BBREALTY,B&amp;B Realty Limited,NM,NM,Construction,Real Estate,BBREALTY
INE947C01010,536965,BPCAP,B. P. Capital Ltd,NM,NM,Financial,Misc. Fin.services,BPCAP
INE116D01028,532507,BAGFILMS,B.A.G.FILMS &amp; MEDIA LTD.,BAGFILMS,B.A.G Films and Media Limited,Services,Recreational Services,BAGFILMS
INE905P01010,537766,BCP,B.C. Power Controls Ltd,NM,NM,Engineering,Electronic Equipts.,BCP
INE350H01032,532719,BLKASHYAP,B.L.KASHYAP AND SONS LTD.,BLKASHYAP,B. L. Kashyap and Sons Limited,Construction,Real Estate,BLKASHYAP
INE989D01010,523019,BNRSEC,B.N.RATHI SECURITIES LTD.,NM,NM,Financial,Misc. Fin.services,BNRSEC
INE735G01010,526594,BNANJEN,B.NANJI ENTERPRISES LTD.,NM,NM,Construction,Real Estate,BNANJEN
INE151B01011,531268,B2BSOFT,B2B SOFTWARE TECHNOLOGIES LTD.,NM,NM,Technology,Computer Software,B2BSOFT
INE893A01036,532380,BABA,BABA ARTS LTD.-$,NM,NM,Services,Recreational Services,BABA
INE711D01018,524516,BACPHAR,BACIL PHARMA LTD.,NM,NM,Chemicals,Misc.Chem.,BACPHAR
INE878I01014,532989,BAFNAPHARM,BAFNA PHARMACEUTICALS LTD.,BAFNAPHARM,Bafna Pharmaceuticals Limited,Healthcare,Drugs & Pharma,BAFNAPHARM
INE365H01014,530197,BAGADIA,BAGADIA COLOURCHEM LTD.,NM,NM,Chemicals,Dyes & Pigments,BAGADIA
INE020D01014,511724,BALFC,BAID LEASING AND FINANCE CO.LTD.,NM,NM,Financial,Hire Purchase,BALFC
INE917I01010,532977,BAJAJ-AUTO,BAJAJ AUTO LTD.,BAJAJ-AUTO,Bajaj Auto Limited,Automobile,Two & Three Wheelers,BAJAJAUTO
INE933K01021,533229,BAJAJCORP,BAJAJ CORP LTD.,BAJAJCORP,Bajaj Corp Limited,FMCG,Cosmetics & Toiletries,BAJAJCORP
INE193E01025,500031,BAJAJELEC,BAJAJ ELECTRICALS LTD.-$,BAJAJELEC,Bajaj Electricals Limited,Cons Durable,Domestic Electrical Applns.,BAJAJELEC
INE296A01016,500034,BAJFINANCE,Bajaj Finance Limited,BAJFINANCE,Bajaj Finance Limited,Financial,Hire Purchase,BAJFINANCE
INE918I01018,532978,BAJAJFINSV,BAJAJ FINSERV LTD.,BAJAJFINSV,Bajaj Finserv Limited,Financial,Misc. Fin.services,BAJAJFINSV
INE553H01015,512261,BAJGLOB,BAJAJ GLOBAL LTD.,NM,NM,Financial,Misc. Fin.services,BAJGLOB
INE306A01021,500032,BAJAJHIND,BAJAJ HINDUSTHAN LTD.,BAJAJHIND,Bajaj Hindusthan Limited,FMCG,Sugar,BAJAJHIND
INE118A01012,500490,BAJAJHLDNG,BAJAJ HOLDINGS &amp; INVESTMENT LTD.,BAJAJHLDNG,Bajaj Holdings & Investment Limited,Financial,Invest.Services,BAJAJHLDNG
INE704G01016,507944,BAJAJST,BAJAJ STEEL INDUSTRIES LTD.,NM,NM,Chemicals,Plastic Packaging goods,BAJAJST
INE507J01017,511139,BAJRFIN,BAJRANG FINANCE LTD.,NM,NM,Financial,Invest.Services,BAJRFIN
INE083D01012,524824,BALPHARMA,BAL PHARMA LTD.,BALPHARMA,Bal Pharma Limited,Healthcare,Drugs & Pharma,BALPHARMA
INE652B01018,511395,BALATECGL,BALA TECHNO GLOBAL LTD.,NM,NM,Financial,Hire Purchase,BALATECGL
INE653B01016,514199,BALATECIN,BALA TECHNO INDUSTRIES LTD.,NM,NM,Textiles,Readymade Garments,BALATECIN
INE050E01027,530999,BALAMINES,BALAJI AMINES LTD.-$,BALAMINES,Balaji Amines Limited,Chemicals,Organic Chemicals,BALAMINES
INE794B01026,532382,BALAJITELE,BALAJI TELEFILMS LTD.,BALAJITELE,Balaji Telefilms Limited,Services,Recreational Services,BALAJITELE
INE135A01024,513142,BALASORE,BALASORE ALLOYS LTD.,ISPATALLOY,Balasore Alloys Ltd,Metals,Ferro Alloys,BALASORE
INE787D01026,502355,BALKRISIND,BALKRISHNA INDUSTRIES LTD.-$,BALKRISIND,Balkrishna Industries Limited,Automobile,Tyres & Tubes,BALKRISIND
INE294A01037,500102,BALLARPUR,BALLARPUR INDUSTRIES LTD.,BALLARPUR,Ballarpur Industries Limited,FMCG,Paper,BALLARPUR
INE164A01016,523319,BALMLAWRIE,BALMER LAWRIE &amp; CO.LTD.,BALMLAWRIE,Balmer Lawrie & Company Limited,Metals,Metal Tanks & Fabrications,BALMLAWRIE
INE525F01017,532485,BLIL,BALMER LAWRIE INVESTMENTS LTD.,NM,NM,Financial,Misc. Fin.services,BLIL
INE119A01028,500038,BALRAMCHIN,BALRAMPUR CHINI MILLS LTD.,BALRAMCHIN,Balrampur Chini Mills Limited,FMCG,Sugar,BALRAMCHIN
INE654B01014,520127,BALTE,BALURGHAT TECHNOLOGIES LTD.,BALURTRANS,Balurghat Technologies Ltd,Services,Road Transport,BALTE
INE921D01013,519295,BAMBINO,BAMBINO AGRO INDUSTRIES LTD.,NM,NM,FMCG,Bakery & Milling Prod.,BAMBINO
INE802A01029,531591,BAMPSL,BAMPSL SECURITIES LTD.,NM,NM,Financial,Misc. Fin.services,BAMPSL
INE655B01011,526849,BANARBEADS,BANARAS BEADS LTD.,BANARBEADS,Banaras Beads Limited,Construction,Glass & Glassware,BANARBEADS
INE521L01022,509053,BANASFN,BANAS FINANCE LTD.,NM,NM,Financial,Misc. Fin.services,BANASFN
INE213C01025,500039,BANCOINDIA,BANCO PRODUCTS (INDIA) LTD.-$,BANCOINDIA,Banco Products (I) Limited,Automobile,Auto Ancillaries,BANCOINDIA
INE863I01016,532946,BANG,BANG OVERSEAS LTD.,BANG,Bang Overseas Limited,Textiles,Readymade Garments,BANG
